CHAOS-6-x9_core Gauss coefficients for 2019.7002
  1  0     -29406.012950          0.000000
  1  1      -1453.317981       4660.542094
  2  0      -2496.374406          0.000000
  2  1       2983.270604      -2983.393146
  2  2       1677.162727       -727.971532
  3  0       1362.710645          0.000000
  3  1      -2379.124326        -83.798449
  3  2       1235.248041        242.300336
  3  3        529.068039       -543.298205
  4  0        903.619068          0.000000
  4  1        809.870270        281.806919
  4  2         88.097448       -160.252719
  4  3       -311.102539        198.505195
  4  4         49.446569       -348.427679
  5  0       -234.286939          0.000000
  5  1        363.113974         47.482313
  5  2        187.948838        207.591817
  5  3       -140.741644       -121.058859
  5  4       -151.581840         31.220721
  5  5         13.397118         98.910539
  6  0         66.037285          0.000000
  6  1         65.574525        -19.187430
  6  2         72.699815         25.709610
  6  3       -121.866938         53.216639
  6  4        -35.897335        -64.745228
  6  5         13.506821          8.976210
  6  6        -64.924076         67.749407
  7  0         80.576531          0.000000
  7  1        -76.627544        -51.660575
  7  2         -8.214498        -17.065614
  7  3         56.258292          2.439756
  7  4         15.713518         23.596406
  7  5          6.540202         -1.814239
  7  6         -7.005290        -27.222937
  7  7          9.576940         -1.828621
  8  0         23.643282          0.000000
  8  1          9.669516          8.468956
  8  2        -17.488911        -15.443835
  8  3         -0.584921         12.851920
  8  4        -20.992981        -11.905824
  8  5         15.172741         15.043453
  8  6         13.564645          3.701689
  8  7        -16.540293         -7.015781
  8  8         -0.447377          2.787442
  9  0          5.096840          0.000000
  9  1          8.417199        -23.427684
  9  2          2.805023         10.978984
  9  3         -1.531906          9.982799
  9  4         -1.063078         -5.234617
  9  5        -13.205505         -6.295194
  9  6          1.033450          7.794873
  9  7          8.847084          0.488750
  9  8         -9.250603         -1.614573
  9  9        -11.795671          9.564900
 10  0         -2.004223          0.000000
 10  1         -6.239423          3.438322
 10  2         -0.113879         -0.182949
 10  3          1.678127          3.584202
 10  4         -0.866282          4.797212
 10  5          0.700207         -8.581321
 10  6         -0.880467         -0.103176
 10  7          1.905178         -4.270000
 10  8          1.440645         -3.422380
 10  9         -2.344204         -0.150381
 10 10         -3.837084         -8.763333
 11  0          2.971404          0.000000
 11  1         -1.362289         -0.040722
 11  2         -2.558255          2.483939
 11  3          2.298939         -0.520983
 11  4         -0.901805         -0.410093
 11  5          0.288688          0.645707
 11  6         -0.678386         -0.223127
 11  7         -0.095483         -1.687906
 11  8          1.462423         -1.594503
 11  9         -0.627693         -2.996789
 11 10          0.192464         -1.959419
 11 11          3.109728         -2.588349
 12  0         -2.046123          0.000000
 12  1         -0.148074         -1.153291
 12  2          0.459870          0.489535
 12  3          1.314875          1.378541
 12  4         -1.142263         -1.837537
 12  5          0.708042          0.067656
 12  6          0.279583          0.721911
 12  7          0.483608         -0.157105
 12  8         -0.284077          0.542318
 12  9         -0.481552          0.151582
 12 10          0.126289         -0.940972
 12 11         -1.128903         -0.067813
 12 12         -0.286575          0.550165
 13  0          0.095505          0.000000
 13  1         -0.935829         -0.940596
 13  2          0.529235          0.651145
 13  3          0.760326          1.413238
 13  4         -0.324297         -0.392186
 13  5          0.796095         -1.321651
 13  6         -0.014275         -0.097474
 13  7          0.793751          0.284386
 13  8         -0.056716         -0.117068
 13  9          0.384835          0.474578
 13 10          0.132040          0.518339
 13 11          0.482716         -0.384100
 13 12         -0.475302         -0.356358
 13 13         -0.421251         -0.609228
 14  0         -0.326179          0.000000
 14  1          0.278628          0.453783
 14  2         -0.270418         -0.609398
 14  3         -0.122283          0.387080
 14  4         -0.063929          0.556495
 14  5          0.242014         -0.132648
 14  6          0.035111          0.330907
 14  7         -0.119470          0.434363
 14  8          0.302794          0.000873
 14  9          0.063418          0.397073
 14 10          0.645485         -0.039328
 14 11         -0.227934          0.268556
 14 12          0.375966         -0.140076
 14 13          0.190442         -0.302170
 14 14         -0.246765         -0.305652
 15  0          0.178405          0.000000
 15  1          0.484846          0.567278
 15  2          0.023712          0.041994
 15  3          0.416857          0.243838
 15  4         -0.249712          0.073620
 15  5          0.126989          0.053450
 15  6         -0.084096          0.127928
 15  7         -0.063890          0.272983
 15  8          0.074805         -0.140208
 15  9         -0.262140          0.117916
 15 10         -0.165241          0.036543
 15 11          0.193156         -0.175197
 15 12         -0.013624         -0.219459
 15 13         -0.014705          0.013725
 15 14          0.149136         -0.101695
 15 15         -0.451923          0.021203
 16  0         -0.096833          0.000000
 16  1          0.101064          0.325842
 16  2         -0.352547          0.126055
 16  3          0.112356          0.284713
 16  4         -0.062970         -0.075653
