,g/h,l,m,res_lon[deg],dg[nT],g[nT],"dist_min, Leeds","G_dist[deg/nT], Leeds","dist_min, Dunedin","G_dist[deg/nT], Dunedin","dist_min, Edmonton","G_dist[deg/nT], Edmonton","dist_min, Salekhard","G_dist[deg/nT], Salekhard"
33,g,4.0,1.0,0.5,135.05795734819398,944.557957348194,12.982356031882125,0.0001255168007197405,11.681226670071485,0.00032553378395932164,1.9732034441419648,2.8406167907030722e-05,0.7691098191031852,1.886424799446729e-05
34,h,4.0,1.0,0.5,-135.05795734819398,146.842042651806,12.982356031882125,8.730724739645674e-05,11.681226670071485,-0.00014240845795947298,1.9732034441419648,0.00014221243521372008,0.7691098191031852,6.873030972366951e-05
35,h,4.0,1.0,0.5,135.05795734819398,416.957957348194,12.982356031882125,8.71452778248644e-05,11.681226670071485,-0.00014297220111222054,1.9732034441419648,0.00014029897191174617,0.7691098191031852,6.991394074225438e-05
36,g,4.0,2.0,0.5,-135.05795734819398,-48.75795734819398,12.982356031882125,0.0006380411452151619,11.681226670071485,-0.00041998864888115653,1.9732034441419648,-6.044280464996506e-05,0.7691098191031852,-0.00015504185667003238
37,g,4.0,2.0,0.5,135.05795734819398,221.35795734819396,12.982356031882125,0.0006417119098340656,11.681226670071485,-0.0004151248606663166,1.9732034441419648,-5.928625645321383e-05,0.7691098191031852,-0.00015369605557097272
38,h,4.0,2.0,0.5,-135.05795734819398,-293.457957348194,12.982356031882125,8.14630411506737e-05,11.681226670071485,-8.978707564981284e-05,1.9732034441419648,0.00017687746553133685,0.7691098191031852,0.0001590995857932948
39,h,4.0,2.0,0.5,135.05795734819398,-23.342042651806025,12.982356031882125,8.591682208926291e-05,11.681226670071485,-8.752119857756505e-05,1.9732034441419648,0.00017911791978004823,0.7691098191031852,0.00016056493217764942
40,g,4.0,3.0,0.5,-135.05795734819398,-444.457957348194,12.982356031882125,0.00039032830211435166,11.681226670071485,-0.00044078058325840223,1.9732034441419648,0.000194443683734591,0.7691098191031852,-0.00011224111512223904
41,g,4.0,3.0,0.5,135.05795734819398,-174.342042651806,12.982356031882125,0.00038945335413497845,11.681226670071485,-0.0004403445595493758,1.9732034441419648,0.00019460416950765435,0.7691098191031852,-0.00011234896687356498
42,h,4.0,3.0,0.5,-135.05795734819398,64.64204265180601,12.982356031882125,3.660853989863349e-05,11.681226670071485,2.28463124897137e-05,1.9732034441419648,-2.0387640545608816e-06,0.7691098191031852,-3.852175263037619e-05
43,h,4.0,3.0,0.5,135.05795734819398,334.75795734819394,12.982356031882125,3.897722814891885e-05,11.681226670071485,2.5707925392728622e-05,1.9732034441419648,-5.206088311925197e-07,0.7691098191031852,-3.7920401270727274e-05
44,g,4.0,4.0,0.5,-135.05795734819398,-87.05795734819398,12.982356031882125,0.00011394751625507848,11.681226670071485,-0.00016792877592233495,1.9732034441419648,-3.35055943182622e-05,0.7691098191031852,-3.1804101830924493e-06
45,g,4.0,4.0,0.5,135.05795734819398,183.05795734819398,12.982356031882125,0.00011374543070493725,11.681226670071485,-0.00016817810449816145,1.9732034441419648,-3.32617018132272e-05,0.7691098191031852,-3.118506088076283e-06
46,h,4.0,4.0,0.5,-135.05795734819398,-484.75795734819394,12.982356031882125,1.2563827488831207e-05,11.681226670071485,2.775223447619616e-05,1.9732034441419648,-6.99594396223185e-05,0.7691098191031852,-3.082298854994997e-05
47,h,4.0,4.0,0.5,135.05795734819398,-214.642042651806,12.982356031882125,1.283105834055838e-05,11.681226670071485,2.824751035272631e-05,1.9732034441419648,-7.003630589128937e-05,0.7691098191031852,-3.086073015883439e-05
48,g,5.0,0.0,0.5,-181.6315164785463,-415.9315164785463,12.982356031882125,-0.0006598867261563996,11.681226670071485,-0.0003245612718342006,1.9732034441419648,-0.0001545123494039609,0.7691098191031852,-0.0002552354599351524
49,g,5.0,0.0,0.5,181.6315164785463,-52.66848352145371,12.982356031882125,-0.0006595874875507795,11.681226670071485,-0.00032017142503612344,1.9732034441419648,-0.00015246038073327435,0.7691098191031852,-0.000255644291544993
50,g,5.0,1.0,0.5,-181.6315164785463,181.5684835214537,12.982356031882125,-0.00018913507810220466,11.681226670071485,-0.000545380009891471,1.9732034441419648,8.555026977484408e-05,0.7691098191031852,-2.4025629714337588e-05
51,g,5.0,1.0,0.5,181.6315164785463,544.8315164785463,12.982356031882125,-0.00019418783337862348,11.681226670071485,-0.0005520684925697978,1.9732034441419648,8.472525277758764e-05,0.7691098191031852,-2.450025209133733e-05
52,h,5.0,1.0,0.5,-181.6315164785463,-133.9315164785463,12.982356031882125,7.241373844145225e-05,11.681226670071485,0.00013000806984327662,1.9732034441419648,0.00022605910943452803,0.7691098191031852,-3.2377786243270954e-05
53,h,5.0,1.0,0.5,181.6315164785463,229.3315164785463,12.982356031882125,7.135216186470612e-05,11.681226670071485,0.0001295287392370913,1.9732034441419648,0.00022315415619266298,0.7691098191031852,-3.314135604402868e-05
54,g,5.0,2.0,0.5,-181.6315164785463,6.168483521453709,12.982356031882125,0.0005120711550313135,11.681226670071485,0.00015166846518378877,1.9732034441419648,5.289028955888428e-06,0.7691098191031852,-0.0001324055338470888
55,g,5.0,2.0,0.5,181.6315164785463,369.4315164785463,12.982356031882125,0.0005206644043130151,11.681226670071485,0.00015565619359522918,1.9732034441419648,5.448364691142798e-06,0.7691098191031852,-0.00013029382264285032
56,h,5.0,2.0,0.5,-181.6315164785463,26.66848352145371,12.982356031882125,8.131128353787448e-05,11.681226670071485,0.00012993170976665708,1.9732034441419648,8.380987383031052e-05,0.7691098191031852,0.00013197535043257415
57,h,5.0,2.0,0.5,181.6315164785463,389.9315164785463,12.982356031882125,8.56316998881377e-05,11.681226670071485,0.00013008651536682223,1.9732034441419648,8.584003787032504e-05,0.7691098191031852,0.00013433705017153698
58,g,5.0,3.0,0.5,-181.6315164785463,-322.3315164785463,12.982356031882125,0.00045585945720386014,11.681226670071485,0.00043496219139154394,1.9732034441419648,0.000191118898503135,0.7691098191031852,-0.00013277520764051276
59,g,5.0,3.0,0.5,181.6315164785463,40.931516478546314,12.982356031882125,0.0004559446245124212,11.681226670071485,0.00043858993590882014,1.9732034441419648,0.0001926859089639162,0.7691098191031852,-0.0001326198126316022
60,h,5.0,3.0,0.5,-181.6315164785463,-302.8315164785463,12.982356031882125,3.723637161826644e-05,11.681226670071485,-1.8313437472977842e-05,1.9732034441419648,-8.929665621272952e-06,0.7691098191031852,-4.6422250745462456e-05
61,h,5.0,3.0,0.5,181.6315164785463,60.4315164785463,12.982356031882125,4.175373822168137e-05,11.681226670071485,-1.4370623682652328e-05,1.9732034441419648,-6.759246765374381e-06,0.7691098191031852,-4.519061525711108e-05
62,g,5.0,4.0,0.5,-181.6315164785463,-332.8315164785463,12.982356031882125,0.00018899496831328367,11.681226670071485,0.0002672652644891496,1.9732034441419648,-5.04662438275385e-05,0.7691098191031852,-5.49774840098411e-06
63,g,5.0,4.0,0.5,181.6315164785463,30.431516478546314,12.982356031882125,0.00018844303667932396,11.681226670071485,0.00026721452656631317,1.9732034441419648,-4.9577643943209224e-05,0.7691098191031852,-5.26162221325598e-06
