,g/h,l,m,res_lon[deg],dg[nT],g[nT],"dist_min, Leeds","G_dist[deg/nT], Leeds","dist_min, Dunedin","G_dist[deg/nT], Dunedin","dist_min, Edmonton","G_dist[deg/nT], Edmonton","dist_min, Salekhard","G_dist[deg/nT], Salekhard"
64,h,5.0,4.0,0.5,-181.6315164785463,-149.3315164785463,12.982356031882125,1.097545887438984e-05,11.681226670071485,-6.564250897375485e-05,1.9732034441419648,-0.00010988743805624876,0.7691098191031852,-5.092921438179709e-05
65,h,5.0,4.0,0.5,181.6315164785463,213.9315164785463,12.982356031882125,1.1977125616903605e-05,11.681226670071485,-6.399991560525911e-05,1.9732034441419648,-0.00010990535097753812,0.7691098191031852,-5.103378852128199e-05
66,g,5.0,5.0,0.5,-181.6315164785463,-168.1315164785463,12.982356031882125,4.323323020645556e-05,11.681226670071485,7.748032222038388e-05,1.9732034441419648,-2.4305668220422485e-05,0.7691098191031852,9.016466302813812e-06
67,g,5.0,5.0,0.5,181.6315164785463,195.1315164785463,12.982356031882125,4.318057070005257e-05,11.681226670071485,7.740832501721432e-05,1.9732034441419648,-2.4273978578994733e-05,0.7691098191031852,9.013463120462818e-06
68,h,5.0,5.0,0.5,-181.6315164785463,-82.7315164785463,12.982356031882125,2.948795596712339e-06,11.681226670071485,-2.96730893011935e-05,1.9732034441419648,2.838380258954164e-05,0.7691098191031852,-5.373676361641435e-06
69,h,5.0,5.0,0.5,181.6315164785463,280.53151647854634,12.982356031882125,3.0137304094868853e-06,11.681226670071485,-2.9530648782295184e-05,1.9732034441419648,2.8407373548367685e-05,0.7691098191031852,-5.366488002266591e-06
70,g,6.0,0.0,0.5,-244.26556143778066,-178.26556143778066,12.982356031882125,-0.0005517347461292711,11.681226670071485,7.065185618335011e-05,1.9732034441419648,-4.8523285123754694e-05,0.7691098191031852,-0.0002251367103471851
71,g,6.0,0.0,0.5,244.26556143778066,310.26556143778066,12.982356031882125,-0.0005447249845597,11.681226670071485,7.269327505290465e-05,1.9732034441419648,-4.724865838368836e-05,0.7691098191031852,-0.0002233350270419218
72,g,6.0,1.0,0.5,-244.26556143778066,-178.76556143778066,12.982356031882125,-0.0004387749119667279,11.681226670071485,0.0005998156661898631,1.9732034441419648,0.00010952936466890285,0.7691098191031852,-5.950782682603988e-05
73,g,6.0,1.0,0.5,244.26556143778066,309.76556143778066,12.982356031882125,-0.0004549714090892385,11.681226670071485,0.0005991217304058467,1.9732034441419648,0.00010910226842174768,0.7691098191031852,-6.090499551075277e-05
74,h,6.0,1.0,0.5,-244.26556143778066,-263.3655614377807,12.982356031882125,5.8624744642749954e-05,11.681226670071485,-0.00010212196207508856,1.9732034441419648,0.00024652993444948404,0.7691098191031852,-0.0001168212935678509
75,h,6.0,1.0,0.5,244.26556143778066,225.16556143778067,12.982356031882125,5.7078711733443115e-05,11.681226670071485,-0.00010200213127926132,1.9732034441419648,0.00024574672731879815,0.7691098191031852,-0.00012082906438898247
76,g,6.0,2.0,0.5,-244.26556143778066,-171.36556143778066,12.982356031882125,0.000333861148608693,11.681226670071485,0.0001185885020387266,1.9732034441419648,7.201046345557895e-05,0.7691098191031852,-9.860303471318062e-05
77,g,6.0,2.0,0.5,244.26556143778066,317.16556143778064,12.982356031882125,0.0003458296503315637,11.681226670071485,0.0001160341867011365,1.9732034441419648,7.028406342228021e-05,0.7691098191031852,-9.592555689385498e-05
78,h,6.0,2.0,0.5,-244.26556143778066,-219.16556143778067,12.982356031882125,8.254074980010738e-05,11.681226670071485,-0.00016985410205181577,1.9732034441419648,-1.3853570894671548e-05,0.7691098191031852,9.326471584220984e-05
79,h,6.0,2.0,0.5,244.26556143778066,269.3655614377807,12.982356031882125,8.542611125334222e-05,11.681226670071485,-0.00017193727023520858,1.9732034441419648,-1.4012198178054126e-05,0.7691098191031852,9.623675205879319e-05
80,g,6.0,3.0,0.5,-244.26556143778066,-365.76556143778066,12.982356031882125,0.0004819737762232703,11.681226670071485,-0.0003501291796292195,1.9732034441419648,0.00015077429253296902,0.7691098191031852,-0.00014505588673369586
81,g,6.0,3.0,0.5,244.26556143778066,122.76556143778066,12.982356031882125,0.0004857527384244236,11.681226670071485,-0.0003423464661302153,1.9732034441419648,0.00015429238972054004,0.7691098191031852,-0.00014401331911031312
82,h,6.0,3.0,0.5,-244.26556143778066,-191.46556143778065,12.982356031882125,4.145846228599504e-05,11.681226670071485,-2.738466470423482e-05,1.9732034441419648,-2.1593311104869237e-05,0.7691098191031852,-5.2215332709688956e-05
83,h,6.0,3.0,0.5,244.26556143778066,297.0655614377807,12.982356031882125,4.872268170116654e-05,11.681226670071485,-2.3960270013898072e-05,1.9732034441419648,-1.9450070296387043e-05,0.7691098191031852,-5.001142994453765e-05
84,g,6.0,4.0,0.5,-244.26556143778066,-280.46556143778065,12.982356031882125,0.0002662288192656905,11.681226670071485,-0.0003352556658546412,1.9732034441419648,-6.515731681466207e-05,0.7691098191031852,-7.5676972047944026e-06
85,g,6.0,4.0,0.5,244.26556143778066,208.06556143778067,12.982356031882125,0.0002654011458872546,11.681226670071485,-0.00033343767716247894,1.9732034441419648,-6.3070443588073e-05,0.7691098191031852,-6.888058939851859e-06
86,h,6.0,4.0,0.5,-244.26556143778066,-308.76556143778066,12.982356031882125,1.0880778434749492e-05,11.681226670071485,8.179044860612476e-05,1.9732034441419648,-0.00013600663619960432,0.7691098191031852,-7.296157816582798e-05
87,h,6.0,4.0,0.5,244.26556143778066,179.76556143778066,12.982356031882125,1.3631113631238142e-05,11.681226670071485,8.547231940876057e-05,1.9732034441419648,-0.0001352952340438401,0.7691098191031852,-7.313429846302945e-05
88,g,6.0,5.0,0.5,-244.26556143778066,-230.76556143778066,12.982356031882125,8.63110859733991e-05,11.681226670071485,-0.00014859869983521357,1.9732034441419648,-4.731462539577623e-05,0.7691098191031852,1.8100487328457434e-05
89,g,6.0,5.0,0.5,244.26556143778066,257.76556143778066,12.982356031882125,8.608116330828358e-05,11.681226670071485,-0.00014860155494036452,1.9732034441419648,-4.7117223262816014e-05,0.7691098191031852,1.8089908784045273e-05
90,h,6.0,5.0,0.5,-244.26556143778066,-235.36556143778066,12.982356031882125,1.6952257822105298e-06,11.681226670071485,6.80568970719543e-05,1.9732034441419648,5.2971761147893863e-05,0.7691098191031852,-1.0758184958693243e-05
91,h,6.0,5.0,0.5,244.26556143778066,253.16556143778067,12.982356031882125,2.0484099617995243e-06,11.681226670071485,6.876520220506886e-05,1.9732034441419648,5.318494675041211e-05,0.7691098191031852,-1.0715685020956312e-05
92,g,6.0,6.0,0.5,-244.26556143778066,-308.96556143778065,12.982356031882125,1.6489549444357898e-05,11.681226670071485,-3.478527046093551e-05,1.9732034441419648,1.755850608439714e-05,0.7691098191031852,2.958782366592e-06
93,g,6.0,6.0,0.5,244.26556143778066,179.56556143778067,12.982356031882125,1.6476595541743784e-05,11.681226670071485,-3.479354655947775e-05,1.9732034441419648,1.754121669925246e-05,0.7691098191031852,2.9585050512103343e-06
94,h,6.0,6.0,0.5,-244.26556143778066,-176.16556143778067,12.982356031882125,3.6420086745268253e-07,11.681226670071485,2.2509799614489965e-05,1.9732034441419648,5.313061742079647e-06,0.7691098191031852,2.0275695963680664e-06
95,h,6.0,6.0,0.5,244.26556143778066,312.3655614377807,12.982356031882125,3.7948360884783384e-07,11.681226670071485,2.253919436539608e-05,1.9732034441419648,5.349137055933175e-06,0.7691098191031852,2.028577397242604e-06
96,g,7.0,0.0,0.5,-328.4984107455919,-247.89841074559192,12.982356031882125,-0.0003889487717035224,11.681226670071485,0.0001563784572435745,1.9732034441419648,5.249972568135886e-05,0.7691098191031852,-0.0001764199463994399
97,g,7.0,0.0,0.5,328.4984107455919,409.0984107455919,12.982356031882125,-0.0003761086998963272,11.681226670071485,0.000151783397683348,1.9732034441419648,5.06686440872458e-05,0.7691098191031852,-0.00017197788381860535
98,g,7.0,1.0,0.5,-328.4984107455919,-405.1984107455919,12.982356031882125,-0.0006073806671154891,11.681226670071485,-0.0004950573993652693,1.9732034441419648,0.00010086798620945284,0.7691098191031852,-8.566232477672004e-05
99,g,7.0,1.0,0.5,328.4984107455919,251.79841074559192,12.982356031882125,-0.0006306311382312338,11.681226670071485,-0.00048325240340651944,1.9732034441419648,0.00010178683490125343,0.7691098191031852,-8.776716725472735e-05
100,h,7.0,1.0,0.5,-328.4984107455919,-379.9984107455919,12.982356031882125,4.5071613431770714e-05,11.681226670071485,6.005516616135289e-05,1.9732034441419648,0.00020527948212660177,0.7691098191031852,-0.00017982593859558463
101,h,7.0,1.0,0.5,328.4984107455919,276.9984107455919,12.982356031882125,4.3673408018287255e-05,11.681226670071485,6.066088210614105e-05,1.9732034441419648,0.00020937264958513453,0.7691098191031852,-0.0001870196412623896
102,g,7.0,2.0,0.5,-328.4984107455919,-336.6984107455919,12.982356031882125,0.00012289416007544145,11.681226670071485,-0.0003292038032521357,1.9732034441419648,0.00012385036009512223,0.7691098191031852,-5.502679508130956e-05
103,g,7.0,2.0,0.5,328.4984107455919,320.2984107455919,12.982356031882125,0.00013131275643819964,11.681226670071485,-0.00033927328449707733,1.9732034441419648,0.00012062620439945084,0.7691098191031852,-5.270953371886673e-05
104,h,7.0,2.0,0.5,-328.4984107455919,-345.3984107455919,12.982356031882125,8.339900634668954e-05,11.681226670071485,0.00019450687362921026,1.9732034441419648,-9.648174589218272e-05,0.7691098191031852,4.5659486458078556e-05
105,h,7.0,2.0,0.5,328.4984107455919,311.59841074559193,12.982356031882125,8.343285216855256e-05,11.681226670071485,0.00019177477020906363,1.9732034441419648,-9.967889513769352e-05,0.7691098191031852,4.807883271794862e-05
106,g,7.0,3.0,0.5,-328.4984107455919,-271.9984107455919,12.982356031882125,0.00045571001177697974,11.681226670071485,0.0001798070828704344,1.9732034441419648,7.946939795735272e-05,0.7691098191031852,-0.00014511292936446064
107,g,7.0,3.0,0.5,328.4984107455919,384.9984107455919,12.982356031882125,0.0004671008120743639,11.681226670071485,0.00018812602508552832,1.9732034441419648,8.335870137280758e-05,0.7691098191031852,-0.0001421895642940826
108,h,7.0,3.0,0.5,-328.4984107455919,-326.2984107455919,12.982356031882125,4.7707623861499735e-05,11.681226670071485,9.099112596458471e-05,1.9732034441419648,-3.7174226515178684e-05,0.7691098191031852,-5.40071073753729e-05
109,h,7.0,3.0,0.5,328.4984107455919,330.6984107455919,12.982356031882125,5.7385886637210585e-05,11.681226670071485,9.107223150674327e-05,1.9732034441419648,-3.625061352151329e-05,0.7691098191031852,-5.058660973881516e-05
110,g,7.0,4.0,0.5,-328.4984107455919,-312.6984107455919,12.982356031882125,0.0003346693342599778,11.681226670071485,0.0003454615204278695,1.9732034441419648,-7.425001824338024e-05,0.7691098191031852,-9.389484735819436e-06
111,g,7.0,4.0,0.5,328.4984107455919,344.2984107455919,12.982356031882125,0.0003346861458348805,11.681226670071485,0.00035201421420858793,1.9732034441419648,-7.065688009908836e-05,0.7691098191031852,-7.778385178657294e-06
112,h,7.0,4.0,0.5,-328.4984107455919,-304.9984107455919,12.982356031882125,1.1950120333514016e-05,11.681226670071485,-7.502442991201941e-05,1.9732034441419648,-0.00013932394957246632,0.7691098191031852,-9.451514306547312e-05
113,h,7.0,4.0,0.5,328.4984107455919,351.9984107455919,12.982356031882125,1.8060165042348176e-05,11.681226670071485,-6.911587447611628e-05,1.9732034441419648,-0.00013664831560039042,0.7691098191031852,-9.457011792337038e-05
114,g,7.0,5.0,0.5,-328.4984107455919,-322.09841074559193,12.982356031882125,0.00014022449438065224,11.681226670071485,0.0002180714697319204,1.9732034441419648,-6.92160492633285e-05,0.7691098191031852,3.017106524443117e-05
115,g,7.0,5.0,0.5,328.4984107455919,334.8984107455919,12.982356031882125,0.00013962487745901086,11.681226670071485,0.00021908956831787285,1.9732034441419648,-6.839226490967347e-05,0.7691098191031852,3.015461180772523e-05
116,h,7.0,5.0,0.5,-328.4984107455919,-330.6984107455919,12.982356031882125,1.498765512964052e-07,11.681226670071485,-0.00010624782744872408,1.9732034441419648,7.770180782705527e-05,0.7691098191031852,-1.762215911067792e-05
117,h,7.0,5.0,0.5,328.4984107455919,326.2984107455919,12.982356031882125,1.4318543335333108e-06,11.681226670071485,-0.0001039308347500746,1.9732034441419648,7.861921683657188e-05,0.7691098191031852,-1.744805324630775e-05
118,g,7.0,6.0,0.5,-328.4984107455919,-335.6984107455919,12.982356031882125,3.8056898833974626e-05,11.681226670071485,7.660829936162611e-05,1.9732034441419648,3.863458149950225e-05,0.7691098191031852,6.887753231816928e-06
119,g,7.0,6.0,0.5,328.4984107455919,321.2984107455919,12.982356031882125,3.797763774732098e-05,11.681226670071485,7.670182028820516e-05,1.9732034441419648,3.857707425229491e-05,0.7691098191031852,6.887117889011752e-06
120,h,7.0,6.0,0.5,-328.4984107455919,-355.6984107455919,12.982356031882125,-7.855423023466598e-07,11.681226670071485,-5.616705446689396e-05,1.9732034441419648,1.2383234249616432e-05,0.7691098191031852,4.7857347601165895e-06
121,h,7.0,6.0,0.5,328.4984107455919,301.2984107455919,12.982356031882125,-6.743138045250182e-07,11.681226670071485,-5.596229540087378e-05,1.9732034441419648,1.2624019838257478e-05,0.7691098191031852,4.7936949568379115e-06
122,g,7.0,7.0,0.5,-328.4984107455919,-318.6984107455919,12.982356031882125,6.317418880432902e-06,11.681226670071485,1.4891467491065904e-05,1.9732034441419648,-1.0574360711329396e-06,0.7691098191031852,-2.1185608810669477e-07
123,g,7.0,7.0,0.5,328.4984107455919,338.2984107455919,12.982356031882125,6.31435450069435e-06,11.681226670071485,1.4898565098214062e-05,1.9732034441419648,-1.040881647688122e-06,0.7691098191031852,-2.1144633994589708e-07
124,h,7.0,7.0,0.5,-328.4984107455919,-330.2984107455919,12.982356031882125,-1.6031894466415134e-07,11.681226670071485,-1.4944868292747432e-05,1.9732034441419648,-9.057816104931287e-06,0.7691098191031852,1.2212379606294898e-06
125,h,7.0,7.0,0.5,328.4984107455919,326.6984107455919,12.982356031882125,-1.567859154692726e-07,11.681226670071485,-1.4945468209012122e-05,1.9732034441419648,-9.067858724433524e-06,0.7691098191031852,1.2209576827581898e-06
126,g,8.0,0.0,0.5,-441.7782237790679,-418.0782237790679,12.982356031882125,-0.00019218962932167024,11.681226670071485,-0.0002989802594546708,1.9732034441419648,0.00012522332299533964,0.7691098191031852,-0.00011428300261651026
127,g,8.0,0.0,0.5,441.7782237790679,465.4782237790679,12.982356031882125,-0.0001804986905879345,11.681226670071485,-0.00030717300929303574,1.9732034441419648,0.0001208373306881436,0.7691098191031852,-0.00010849251065644965
128,g,8.0,1.0,0.5,-441.7782237790679,-432.0782237790679,12.982356031882125,-0.0006855684017586585,11.681226670071485,0.0002551428883997689,1.9732034441419648,6.691772377577687e-05,0.7691098191031852,-0.00010080578136806992
129,g,8.0,1.0,0.5,441.7782237790679,451.4782237790679,12.982356031882125,-0.0007014090408294096,11.681226670071485,0.0002719762856376533,1.9732034441419648,6.894318854045787e-05,0.7691098191031852,-0.00010282609466150526
130,h,8.0,1.0,0.5,-441.7782237790679,-433.3782237790679,12.982356031882125,3.145531555530613e-05,11.681226670071485,-1.1232806033622636e-05,1.9732034441419648,0.00011946059327580713,0.7691098191031852,-0.0002180246498001141
131,h,8.0,1.0,0.5,441.7782237790679,450.1782237790679,12.982356031882125,3.0839213495794354e-05,11.681226670071485,-1.094926325582604e-05,1.9732034441419648,0.00012630499981966178,0.7691098191031852,-0.0002257117023512513
132,g,8.0,2.0,0.5,-441.7782237790679,-459.3782237790679,12.982356031882125,-9.285013890985819e-05,11.681226670071485,0.0004510696296636098,1.9732034441419648,0.0001471952565794987,0.7691098191031852,-5.478035179474125e-06
133,g,8.0,2.0,0.5,441.7782237790679,424.1782237790679,12.982356031882125,-9.964650984199561e-05,11.681226670071485,0.0004435721097005528,1.9732034441419648,0.00014502828719040273,0.7691098191031852,-5.27966065496923e-06
134,h,8.0,2.0,0.5,-441.7782237790679,-457.0782237790679,12.982356031882125,8.255631763995365e-05,11.681226670071485,-0.00018398646903144787,1.9732034441419648,-0.0001481215269349146,0.7691098191031852,-5.675174657948898e-06
135,h,8.0,2.0,0.5,441.7782237790679,426.4782237790679,12.982356031882125,7.896868445790281e-05,11.681226670071485,-0.00018463003767770224,1.9732034441419648,-0.0001517310313016468,0.7691098191031852,-5.935380196196931e-06
136,g,8.0,3.0,0.5,-441.7782237790679,-442.2782237790679,12.982356031882125,0.0003749284791936125,11.681226670071485,1.2654299205926961e-05,1.9732034441419648,-6.727317125048613e-06,0.7691098191031852,-0.00013110745956897152
137,g,8.0,3.0,0.5,441.7782237790679,441.2782237790679,12.982356031882125,0.0003964361466470287,11.681226670071485,1.3236013727229028e-05,1.9732034441419648,-6.621551352811884e-06,0.7691098191031852,-0.00012536338147498918
138,h,8.0,3.0,0.5,-441.7782237790679,-428.9782237790679,12.982356031882125,5.5902950453412535e-05,11.681226670071485,-0.00015905029363038,1.9732034441419648,-5.197722525184246e-05,0.7691098191031852,-5.07570209118169e-05
139,h,8.0,3.0,0.5,441.7782237790679,454.5782237790679,12.982356031882125,6.612726938889575e-05,11.681226670071485,-0.00016436272521398217,1.9732034441419648,-5.3189011897527595e-05,0.7691098191031852,-4.6209629736738644e-05
140,g,8.0,4.0,0.5,-441.7782237790679,-462.8782237790679,12.982356031882125,0.00038068674400038217,11.681226670071485,-0.00030614993980807026,1.9732034441419648,-7.50485523844084e-05,0.7691098191031852,-1.087601952713939e-05
141,g,8.0,4.0,0.5,441.7782237790679,420.6782237790679,12.982356031882125,0.00038489913375896356,11.681226670071485,-0.0002932975782143239,1.9732034441419648,-7.046546478034477e-05,0.7691098191031852,-7.628000661116608e-06
