,g/h,l,m,res_lon[deg],dg[nT],g[nT],areaN[km^2],areaS[km^2],G_areaN_dg[km^2/nT],G_areaS_dg[km^2/nT],G_N_plus_dg[km^2/nT],G_N_minus_dg[km^2/nT],G_S_plus_dg[km^2/nT],G_S_minus_dg[km^2/nT]
250,g,11,3,0.5,-1074.527168,-1072.227168,8300944.757,8725038.598,5.631460156,264.9831506,-288.8574774,-294.4887089,-282.756455,-547.7389536
251,g,11,3,0.5,1074.527168,1076.827168,8300944.757,8725038.598,23.33382662,238.3224723,304.0972008,280.7635279,538.983545,300.6615388
252,h,11,3,0.5,-1074.527168,-1075.127168,8300944.757,8725038.598,-114.9015289,-44.1115019,-327.23403,-212.3325025,-424.6489147,-380.5373275
253,h,11,3,0.5,1074.527168,1073.927168,8300944.757,8725038.598,-89.61175622,-67.05154777,222.2201282,311.8316747,359.5801827,426.6322216
254,g,11,4,0.5,-1074.527168,-1075.427168,8300944.757,8725038.598,-19.82492778,5.680268726,-288.6711116,-268.8465482,-354.533947,-360.2132858
255,g,11,4,0.5,1074.527168,1073.627168,8300944.757,8725038.598,-20.75507825,-10.15781601,272.5862475,293.341254,344.9094321,355.0688827
256,h,11,4,0.5,-1074.527168,-1074.927168,8300944.757,8725038.598,-3.698597482,-95.0804799,-292.6707524,-288.971828,-401.2756654,-306.1948896
257,h,11,4,0.5,1074.527168,1074.127168,8300944.757,8725038.598,-3.818162599,-104.9740981,289.225348,293.0430646,303.5679903,408.5403925
258,g,11,5,0.5,-1074.527168,-1074.227168,8300944.757,8725038.598,7.99877356,-34.19706392,-253.5317476,-261.5305155,-242.1132173,-207.9162196
259,g,11,5,0.5,1074.527168,1074.827168,8300944.757,8725038.598,-7.039427163,-32.10132334,253.4365504,260.4755165,211.160496,243.2608974
260,h,11,5,0.5,-1074.527168,-1073.927168,8300944.757,8725038.598,6.289860431,-1.893155187,-254.0581627,-260.3480922,-226.3116428,-224.420793
261,h,11,5,0.5,1074.527168,1075.127168,8300944.757,8725038.598,-9.055561902,-1.779627986,256.4111501,265.4672747,230.8433671,232.6205832
262,g,11,6,0.5,-1074.527168,-1075.227168,8300944.757,8725038.598,3.681800153,2.273297456,-184.7620829,-188.4440675,-177.8165323,-180.0911431
263,g,11,6,0.5,1074.527168,1073.827168,8300944.757,8725038.598,-9.737321037,-5.149190882,182.5734287,192.3110702,177.0683672,182.2172875
264,h,11,6,0.5,-1074.527168,-1074.727168,8300944.757,8725038.598,5.825385469,13.4070776,-183.9802424,-189.8060373,-172.0837306,-185.4910462
265,h,11,6,0.5,1074.527168,1074.327168,8300944.757,8725038.598,-7.574245442,6.185606126,183.2028881,190.7775959,182.8022687,176.6156184
266,g,11,7,0.5,-1074.527168,-1074.627168,8300944.757,8725038.598,2.097524527,6.208988743,-97.76569556,-99.8633898,-126.3048084,-132.5141791
267,g,11,7,0.5,1074.527168,1074.427168,8300944.757,8725038.598,-3.023686353,-1.559280836,97.29039016,100.314145,128.8320792,130.3910116
268,h,11,7,0.5,-1074.527168,-1076.227168,8300944.757,8725038.598,3.892852283,4.746645045,-96.89087974,-100.7835517,-127.1163373,-131.8638654
269,h,11,7,0.5,1074.527168,1072.827168,8300944.757,8725038.598,-1.227850975,-3.033525051,98.18132534,99.40893787,128.0244818,131.0576881
270,g,11,8,0.5,-1074.527168,-1073.127168,8300944.757,8725038.598,0.895421932,1.694740485,-39.60744239,-40.50281305,-67.2602693,-68.95500149
271,g,11,8,0.5,1074.527168,1075.927168,8300944.757,8725038.598,-0.129526534,-1.138695869,40.00029338,40.12963928,67.56034647,68.6988722
272,h,11,8,0.5,-1074.527168,-1076.127168,8300944.757,8725038.598,0.667910859,1.025138126,-39.7221952,-40.38998217,-67.61276951,-68.6376554
273,h,11,8,0.5,1074.527168,1072.927168,8300944.757,8725038.598,-0.357171851,-1.807929575,39.8839314,40.24086179,67.20727861,69.01525421
274,g,11,9,0.5,-1074.527168,-1075.127168,8300944.757,8725038.598,0.09273651,0.199645252,-12.46789498,-12.56065579,-26.42458063,-26.62415444
275,g,11,9,0.5,1074.527168,1073.927168,8300944.757,8725038.598,-0.019747447,-0.292917795,12.50520123,12.52495402,26.37809996,26.67112603
276,h,11,9,0.5,-1074.527168,-1077.527168,8300944.757,8725038.598,-0.021785956,0.191964723,-12.52649768,-12.50472109,-26.42961109,-26.6214496
277,h,11,9,0.5,1074.527168,1071.527168,8300944.757,8725038.598,-0.134262613,-0.300603357,12.44677232,12.58095498,26.37310204,26.67378085
278,g,11,10,0.5,-1074.527168,-1074.327168,8300944.757,8725038.598,-0.008083572,0.013756787,-2.908000571,-2.899920129,-7.43953039,-7.453335532
279,g,11,10,0.5,1074.527168,1074.727168,8300944.757,8725038.598,-0.014516699,-0.027963202,2.8965959,2.91110386,7.432418451,7.460303657
280,h,11,10,0.5,-1074.527168,-1076.527168,8300944.757,8725038.598,-0.002816338,0.024745986,-2.905352343,-2.90254302,-7.434013616,-7.458749958
281,h,11,10,0.5,1074.527168,1072.527168,8300944.757,8725038.598,-0.009250049,-0.01697414,2.899258317,2.908511279,7.437821699,7.454866879
282,g,11,11,0.5,-1074.527168,-1071.427168,8300944.757,8725038.598,-0.000553074,0.000874849,-0.440293211,-0.43973339,-1.333938206,-1.334821418
283,g,11,11,0.5,1074.527168,1077.627168,8300944.757,8725038.598,-0.00070326,-0.000513308,0.439657198,0.440366733,1.334125743,1.334629546
284,h,11,11,0.5,-1074.527168,-1077.127168,8300944.757,8725038.598,0.00111381,0.001279816,-0.439451001,-0.440564707,-1.333733273,-1.33502403
285,h,11,11,0.5,1074.527168,1071.927168,8300944.757,8725038.598,0.000963624,-0.00010889,0.440492239,0.439528367,1.334330117,1.334424296
286,g,12,0,0.5,-1445.068494,-1447.068494,8300944.757,8725038.598,-288.1994988,-101.6986137,-553.8985545,-265.6990023,-511.3584093,-409.6593278
287,g,12,0,0.5,1445.068494,1443.068494,8300944.757,8725038.598,-232.0198077,-137.9062548,262.1588913,494.1790543,371.0322916,508.9377027
288,g,12,1,0.5,-1445.068494,-1445.168494,8300944.757,8725038.598,-56.79540173,137.1661758,-424.0812604,-367.2857323,-304.8150946,-441.981122
289,g,12,1,0.5,1445.068494,1444.968494,8300944.757,8725038.598,-84.68039851,179.8290519,344.6497266,429.3301848,489.3060207,309.476549
290,h,12,1,0.5,-1445.068494,-1446.268494,8300944.757,8725038.598,184.1443152,-230.9572858,-327.0565418,-511.200902,-490.4279153,-259.4699785
291,h,12,1,0.5,1445.068494,1443.868494,8300944.757,8725038.598,114.0215586,-184.0685562,489.9561652,375.9345806,253.5731207,437.6420481
292,g,12,2,0.5,-1445.068494,-1444.568494,8300944.757,8725038.598,216.7868386,-206.4720647,-257.6717836,-474.4585393,-501.8570504,-295.3845217
293,g,12,2,0.5,1445.068494,1445.568494,8300944.757,8725038.598,232.0494688,-208.3227954,512.474749,280.4253389,277.3305956,485.6543613
294,h,12,2,0.5,-1445.068494,-1444.568494,8300944.757,8725038.598,27.38409448,-284.6361229,-369.9505879,-397.3345174,-536.982955,-252.3459089
295,h,12,2,0.5,1445.068494,1445.568494,8300944.757,8725038.598,12.82283744,-300.2107461,397.2631229,384.4400355,238.7229936,538.9335116
296,g,12,3,0.5,-1445.068494,-1443.768494,8300944.757,8725038.598,1.973790828,-162.0693832,-298.7360223,-300.7097858,-482.2762485,-320.208168
297,g,12,3,0.5,1445.068494,1446.368494,8300944.757,8725038.598,28.57954948,-219.316332,316.3395246,287.7597652,296.8868652,516.2005667
298,h,12,3,0.5,-1445.068494,-1443.668494,8300944.757,8725038.598,-154.9123908,73.73103233,-352.7598464,-197.8468006,-294.359927,-368.0918302
299,h,12,3,0.5,1445.068494,1446.468494,8300944.757,8725038.598,-108.5803812,93.7581518,208.2155365,316.7962924,388.6106498,294.8518378
300,g,12,4,0.5,-1445.068494,-1446.268494,8300944.757,8725038.598,-49.35918375,50.94947194,-310.0820209,-260.7236519,-331.327192,-382.2780355
301,g,12,4,0.5,1445.068494,1443.868494,8300944.757,8725038.598,-42.94849817,22.41287911,267.177041,310.1246234,374.1787788,351.7666426
302,h,12,4,0.5,-1445.068494,-1446.868494,8300944.757,8725038.598,-7.979027266,99.45336832,-288.2562952,-280.2772915,-318.440942,-417.8953226
303,h,12,4,0.5,1445.068494,1443.268494,8300944.757,8725038.598,-4.149988662,65.4595487,284.6667085,288.8168974,398.1999254,332.7399539
304,g,12,5,0.5,-1445.068494,-1444.368494,8300944.757,8725038.598,6.151394359,37.20375127,-254.9604873,-261.1119764,-246.2742906,-283.4755718
305,g,12,5,0.5,1445.068494,1445.768494,8300944.757,8725038.598,-6.805443536,36.92071214,254.8297883,261.6348496,278.6225624,241.7031409
306,h,12,5,0.5,-1445.068494,-1444.968494,8300944.757,8725038.598,13.99673395,-12.82305512,-254.9254469,-268.9227243,-275.9550319,-263.1313928
307,h,12,5,0.5,1445.068494,1445.168494,8300944.757,8725038.598,0.563986911,-16.61206313,261.9619583,261.3969286,250.7251703,267.3404711
308,g,12,6,0.5,-1445.068494,-1444.768494,8300944.757,8725038.598,8.923427178,-2.138335985,-203.5888817,-212.5121882,-181.894747,-179.7555031
309,g,12,6,0.5,1445.068494,1445.368494,8300944.757,8725038.598,-12.4129201,-4.46878618,204.1945161,216.6083432,172.8031828,177.2721944
310,h,12,6,0.5,-1445.068494,-1444.268494,8300944.757,8725038.598,9.7065115,-13.20572328,-204.0007543,-213.7078394,-186.61226,-173.407209
311,h,12,6,0.5,1445.068494,1445.868494,8300944.757,8725038.598,-11.54416155,-14.99730389,203.4472205,214.9911898,172.8145781,187.8127275
312,g,12,7,0.5,-1445.068494,-1444.568494,8300944.757,8725038.598,5.621889108,1.784514243,-126.8534866,-132.4754792,-147.2761985,-149.0605875
313,g,12,7,0.5,1445.068494,1445.568494,8300944.757,8725038.598,-6.875992997,-10.23290309,126.2594956,133.1354864,142.4882438,152.7223605
314,h,12,7,0.5,-1445.068494,-1445.268494,8300944.757,8725038.598,7.6892924,6.113188198,-126.0325208,-133.7221058,-144.6558648,-150.7706023
315,h,12,7,0.5,1445.068494,1444.868494,8300944.757,8725038.598,-4.812959836,-5.950308246,127.1068493,131.9197736,145.1009784,151.0520592
316,g,12,8,0.5,-1445.068494,-1445.368494,8300944.757,8725038.598,2.420873722,3.677543513,-60.7267562,-63.14737915,-93.3012835,-96.97900983
317,g,12,8,0.5,1445.068494,1444.768494,8300944.757,8725038.598,-1.28823448,-4.1845073,61.28555403,62.57358468,93.0272885,97.21190681
318,h,12,8,0.5,-1445.068494,-1444.468494,8300944.757,8725038.598,2.116025433,4.862283337,-60.86836629,-62.98453841,-92.65220956,-97.51476996
319,h,12,8,0.5,1445.068494,1445.668494,8300944.757,8725038.598,-1.593154553,-2.997257865,61.14059249,62.73388677,93.67588863,96.67353386
320,g,12,9,0.5,-1445.068494,-1445.568494,8300944.757,8725038.598,0.385210124,1.269029776,-23.11495039,-23.50023217,-45.23344095,-46.50250197
321,g,12,9,0.5,1445.068494,1444.568494,8300944.757,8725038.598,-0.231989729,-0.973037282,23.1949261,23.42695985,45.38661289,46.35964949
322,h,12,9,0.5,-1445.068494,-1444.868494,8300944.757,8725038.598,0.157854432,1.210529543,-23.23289636,-23.39082047,-45.26116575,-46.47168656
323,h,12,9,0.5,1445.068494,1445.268494,8300944.757,8725038.598,-0.459323911,-1.031606414,23.07721056,23.53666022,45.35868243,46.39029907
324,g,12,10,0.5,-1445.068494,-1444.968494,8300944.757,8725038.598,0.0003157,0.182559981,-6.861612512,-6.861937803,-16.60197932,-16.7844493
325,g,12,10,0.5,1445.068494,1445.168494,8300944.757,8725038.598,-0.058316428,-0.147673298,6.831960392,6.890184505,16.62004885,16.76765181
326,h,12,10,0.5,-1445.068494,-1445.968494,8300944.757,8725038.598,0.012899637,0.147645312,-6.85515463,-6.868049779,-16.61957607,-16.76711298
327,h,12,10,0.5,1445.068494,1444.168494,8300944.757,8725038.598,-0.045733399,-0.182587239,6.838257327,6.88408196,16.60223646,16.78489443
328,g,12,11,0.5,-1445.068494,-1446.168494,8300944.757,8725038.598,-0.001038838,0.010905829,-1.514488664,-1.51343399,-4.430890942,-4.441704271
329,g,12,11,0.5,1445.068494,1443.968494,8300944.757,8725038.598,-0.004021846,-0.013770086,1.511924985,1.515959022,4.429416708,4.44325
330,h,12,11,0.5,-1445.068494,-1445.068494,8300944.757,8725038.598,0.005494498,0.010041128,-1.511165435,-1.516675898,-4.431242551,-4.441326199
331,h,12,11,0.5,1445.068494,1445.068494,8300944.757,8725038.598,0.002512025,-0.014634814,1.515223833,1.512690184,4.428978483,4.443560335
332,g,12,12,0.5,-1445.068494,-1445.368494,8300944.757,8725038.598,0.000384956,0.000186028,-0.219251591,-0.21963177,-0.759201795,-0.759372523
333,g,12,12,0.5,1445.068494,1444.768494,8300944.757,8725038.598,0.000321806,-0.000556895,0.219601129,0.219283941,0.759002217,0.759572633
334,h,12,12,0.5,-1445.068494,-1444.568494,8300944.757,8725038.598,0.00028074,0.000432064,-0.219305069,-0.219584552,-0.759091286,-0.759513623
335,h,12,12,0.5,1445.068494,1445.568494,8300944.757,8725038.598,0.000217731,-0.000310834,0.219553465,0.219336988,0.759142321,0.759461853
336,g,13,0,0.5,-1943.387766,-1943.287766,8300944.757,8725038.598,-150.3580789,103.8693653,-476.1512763,-325.7931729,-393.5420141,-497.4111841
337,g,13,0,0.5,1943.387766,1943.487766,8300944.757,8725038.598,-110.3878244,22.20438541,328.6400494,439.0279273,475.5720028,453.3681108
338,g,13,1,0.5,-1943.387766,-1944.287766,8300944.757,8725038.598,-82.52611446,-130.5536776,-382.2259645,-299.6997231,-448.4196188,-317.8652599
339,g,13,1,0.5,1943.387766,1942.487766,8300944.757,8725038.598,-52.49286587,-68.12481249,307.2805134,359.7730862,322.7121703,390.8387916
340,h,13,1,0.5,-1943.387766,-1944.287766,8300944.757,8725038.598,3.191195201,65.52990786,-381.9184119,-385.1094257,-292.2484273,-357.7794227
341,h,13,1,0.5,1943.387766,1942.487766,8300944.757,8725038.598,-79.22481473,181.1659407,341.8872674,421.112288,448.7039679,267.535428
342,g,13,2,0.5,-1943.387766,-1942.887766,8300944.757,8725038.598,200.7537029,140.7650107,-294.6169739,-495.3705953,-310.7879518,-451.5527879
343,g,13,2,0.5,1943.387766,1943.887766,8300944.757,8725038.598,142.2953585,143.8958435,487.7957605,345.5002703,464.2215513,320.3260604
344,h,13,2,0.5,-1943.387766,-1942.787766,8300944.757,8725038.598,18.08353934,175.7774322,-370.582522,-388.6663247,-318.5393903,-494.3168979
345,h,13,2,0.5,1943.387766,1943.987766,8300944.757,8725038.598,-7.35767824,122.994309,379.9273945,387.285103,454.8252158,331.8301718
346,g,13,3,0.5,-1943.387766,-1942.687766,8300944.757,8725038.598,-15.38961354,128.850909,-311.2075309,-295.8179664,-332.6786038,-461.5298413
347,g,13,3,0.5,1943.387766,1944.087766,8300944.757,8725038.598,37.15907281,21.89128476,321.9498383,284.7905218,386.5618907,364.6704921
348,h,13,3,0.5,-1943.387766,-1941.987766,8300944.757,8725038.598,-171.1620093,-145.0994485,-382.7898597,-211.62673,-409.0407083,-263.9398631
349,h,13,3,0.5,1943.387766,1944.787766,8300944.757,8725038.598,-97.81383892,-64.79912445,231.627205,329.4422227,290.8883736,355.6893689
350,g,13,4,0.5,-1943.387766,-1943.687766,8300944.757,8725038.598,-76.09392591,-74.31753618,-313.1857736,-237.0923254,-384.9322837,-310.6140215
351,g,13,4,0.5,1943.387766,1943.087766,8300944.757,8725038.598,-60.26729355,-96.30446234,241.0513307,301.3182996,289.7441439,386.0511517
352,h,13,4,0.5,-1943.387766,-1943.787766,8300944.757,8725038.598,-10.67827517,-4.081937693,-285.7345351,-275.056699,-341.3123622,-337.2324087
353,h,13,4,0.5,1943.387766,1942.987766,8300944.757,8725038.598,-3.857056427,-63.99505606,276.5516623,280.4084853,320.176193,384.1699063
354,g,13,5,0.5,-1943.387766,-1942.587766,8300944.757,8725038.598,2.59107223,-21.29697028,-264.8491456,-267.4403009,-308.0935611,-286.797387
355,g,13,5,0.5,1943.387766,1944.187766,8300944.757,8725038.598,-6.551112567,-42.79541991,263.5917253,270.142885,278.152379,320.9462985
356,h,13,5,0.5,-1943.387766,-1944.687766,8300944.757,8725038.598,26.19788091,56.92127095,-244.8183905,-271.0158177,-260.5096098,-317.431558
357,h,13,5,0.5,1943.387766,1942.087766,8300944.757,8725038.598,17.67155903,33.700255,260.285664,242.6145653,313.0856797,279.3847771
358,g,13,6,0.5,-1943.387766,-1943.387766,8300944.757,8725038.598,14.05233082,9.519709295,-209.1876741,-223.2404911,-192.4411987,-201.9649869
359,g,13,6,0.5,1943.387766,1943.387766,8300944.757,8725038.598,-11.79310393,13.63477309,214.2970945,226.0902841,211.8420851,198.2043099
360,h,13,6,0.5,-1943.387766,-1943.487766,8300944.757,8725038.598,12.00038389,16.02266929,-210.8173577,-222.8186137,-184.4431736,-200.465416
361,h,13,6,0.5,1943.387766,1943.287766,8300944.757,8725038.598,-13.62834913,21.46992552,210.7328124,224.3618267,200.7268352,179.2565471
362,g,13,7,0.5,-1943.387766,-1942.587766,8300944.757,8725038.598,11.32525574,11.64184561,-151.1926776,-162.5182409,-144.6751092,-156.3181746
363,g,13,7,0.5,1943.387766,1944.187766,8300944.757,8725038.598,-12.83250432,1.336987394,150.6382203,163.4709678,152.2069342,150.8697552
364,h,13,7,0.5,-1943.387766,-1943.087766,8300944.757,8725038.598,13.18668824,3.061901725,-151.0152643,-164.2024098,-150.537211,-153.5998959
365,h,13,7,0.5,1943.387766,1943.687766,8300944.757,8725038.598,-10.99190382,-7.354974606,150.8611677,161.8529227,146.4432001,153.7986787
366,g,13,8,0.5,-1943.387766,-1943.387766,8300944.757,8725038.598,5.895281559,7.629448928,-83.98087506,-89.8760354,-113.8860808,-121.515084
367,g,13,8,0.5,1943.387766,1943.387766,8300944.757,8725038.598,-4.591040187,-7.904039522,84.48668146,89.07748012,113.6054906,121.5101308
368,h,13,8,0.5,-1943.387766,-1943.487766,8300944.757,8725038.598,5.618001445,5.950103028,-84.04689993,-89.66470189,-114.820611,-120.7717016
369,h,13,8,0.5,1943.387766,1943.287766,8300944.757,8725038.598,-4.867179047,-9.573672299,84.41658107,89.28385787,112.6723418,122.246571
370,g,13,9,0.5,-1943.387766,-1942.987766,8300944.757,8725038.598,1.397226463,3.243124808,-37.56517697,-38.96249656,-66.92610474,-70.16910631
371,g,13,9,0.5,1943.387766,1943.787766,8300944.757,8725038.598,-1.126684713,-3.988617223,37.70766359,38.83448859,66.51072322,70.49925172
372,h,13,9,0.5,-1943.387766,-1942.887766,8300944.757,8725038.598,1.027758243,3.531020057,-37.75441237,-38.78202988,-66.76707424,-70.29832891
373,h,13,9,0.5,1943.387766,1943.887766,8300944.757,8725038.598,-1.496166951,-3.701230803,37.51907588,39.01519574,66.66956664,70.37078979
374,g,13,10,0.5,-1943.387766,-1943.287766,8300944.757,8725038.598,0.120535277,0.814265287,-13.46453385,-13.58495358,-30.24458465,-31.0586879
375,g,13,10,0.5,1943.387766,1943.487766,8300944.757,8725038.598,-0.237514877,-0.876464772,13.40364501,13.64112335,30.21036182,31.0865297
376,h,13,10,0.5,-1943.387766,-1942.887766,8300944.757,8725038.598,0.143077259,0.901610631,-13.45291619,-13.59588967,-30.19850811,-31.10009066
377,h,13,10,0.5,1943.387766,1943.887766,8300944.757,8725038.598,-0.214974861,-0.789106101,13.41514781,13.63025662,30.25658832,31.04551264
378,g,13,11,0.5,-1943.387766,-1942.887766,8300944.757,8725038.598,0.007824046,0.114253685,-3.773699905,-3.781547767,-10.44914316,-10.56325906
379,g,13,11,0.5,1943.387766,1943.887766,8300944.757,8725038.598,-0.022124333,-0.101621678,3.766441816,3.788576342,10.45521905,10.55702581
380,h,13,11,0.5,-1943.387766,-1943.787766,8300944.757,8725038.598,0.025638276,0.113948205,-3.764611862,-3.790261636,-10.44896221,-10.56305709
381,h,13,11,0.5,1943.387766,1942.987766,8300944.757,8725038.598,-0.004310244,-0.101927443,3.775563691,3.779814477,10.45531456,10.55719136
382,g,13,12,0.5,-1943.387766,-1943.887766,8300944.757,8725038.598,0.002093899,0.007977132,-0.795480233,-0.797550918,-2.653319799,-2.661301466
383,g,13,12,0.5,1943.387766,1942.887766,8300944.757,8725038.598,0.000722531,-0.006453532,0.796878978,0.796176813,2.654099377,2.660524121
384,h,13,12,0.5,-1943.387766,-1943.787766,8300944.757,8725038.598,0.001725211,0.006743141,-0.795661882,-0.797368781,-2.653914193,-2.660708362
385,h,13,12,0.5,1943.387766,1942.987766,8300944.757,8725038.598,0.000353719,-0.007687609,0.796691395,0.796354606,2.653480996,2.661125109
386,g,13,13,0.5,-1943.387766,-1943.787766,8300944.757,8725038.598,0.000110736,0.000181229,-0.110766347,-0.110869618,-0.436337247,-0.436287866
387,g,13,13,0.5,1943.387766,1942.987766,8300944.757,8725038.598,8.43E-05,-0.000215269,0.111059575,0.110891396,0.436162687,0.436303708
388,h,13,13,0.5,-1943.387766,-1943.987766,8300944.757,8725038.598,-0.00010631,0.000141566,-0.110918765,-0.110814387,-0.436064528,-0.436210228
389,h,13,13,0.5,1943.387766,1942.787766,8300944.757,8725038.598,-0.000132856,-0.000255065,0.110800966,0.110931778,0.436012538,0.436271631
