,g/h,l,m,res_lon[deg],dg[nT],g[nT],loncN[deg],latcN[deg],loncS[deg],latcS[deg],G_N_centroid[deg/nT],G_S_centroid[deg/nT],G_N_centroid_lon[deg/nT],G_S_centroid_lon[deg/nT],G_N_centroid_lat[deg/nT],G_S_centroid_lat[deg/nT]
61,h,5.0,3.0,0.5,181.6315164785463,60.4315164785463,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,1.9890180448943776e-05,0.0001617651247457925,1.9881079497172217e-05,-0.00016153777537447996,-5.080749089199821e-06,-1.6111433475759917e-05
62,g,5.0,4.0,0.5,-181.6315164785463,-332.8315164785463,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-5.6555353763554336e-06,-3.4582150744552205e-05,5.65548305036702e-06,-3.446035996966863e-05,-2.0756458883064472e-07,-5.4467017693444085e-06
63,g,5.0,4.0,0.5,181.6315164785463,30.431516478546314,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,5.839387380286015e-06,3.4777170583803745e-05,5.839374095022836e-06,-3.464323480899329e-05,-9.997647418097633e-08,-5.728426539755826e-06
64,h,5.0,4.0,0.5,-181.6315164785463,-149.3315164785463,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-2.2324736096001252e-05,-3.5058935694502066e-05,-2.2324547108684188e-05,-3.4818991046610395e-05,7.756246351060767e-07,7.691180154415614e-06
65,h,5.0,4.0,0.5,181.6315164785463,213.9315164785463,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,2.2146659321335908e-05,3.520057029556676e-05,-2.214641222035453e-05,-3.497840779452984e-05,8.836323739437481e-07,7.417931685991997e-06
66,g,5.0,5.0,0.5,-181.6315164785463,-168.1315164785463,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-2.643494892805181e-06,-5.171431673019736e-06,-2.6434579492179268e-06,-5.156687754687802e-06,1.1895647378965366e-07,7.330375393254839e-07
67,g,5.0,5.0,0.5,181.6315164785463,195.1315164785463,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,2.633600894842395e-06,5.186485632764599e-06,-2.6335614514766395e-06,-5.172274054640367e-06,1.2148541725622594e-07,7.20741214504235e-07
68,h,5.0,5.0,0.5,-181.6315164785463,-82.7315164785463,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-9.577541826914228e-07,-2.9692941447682674e-06,-9.577509546763564e-07,2.9247575816319333e-06,-3.520678705143081e-08,9.62428238695979e-07
69,h,5.0,5.0,0.5,181.6315164785463,280.53151647854634,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,9.476888804264351e-07,2.952615959838697e-06,-9.476833114926276e-07,2.908983143911428e-06,-3.267233134025108e-08,9.50014839332403e-07
70,g,6.0,0.0,0.5,-244.26556143778066,-178.26556143778066,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.0003384588311989342,-0.00015523815425966096,0.00033786155763579324,0.00013003928393287676,0.00017081204199152587,0.00015933873523871106
71,g,6.0,0.0,0.5,244.26556143778066,310.26556143778066,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.00034200050422607297,0.00015132118181293718,0.0003413386277980188,0.00012705913808286394,0.00017856166628414265,0.00015431267157668647
72,g,6.0,1.0,0.5,-244.26556143778066,-178.76556143778066,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.0010907386850515371,-0.00036772055809537095,0.0010907386846633008,-0.00036557056301821534,2.51684169946254e-07,7.449467000361003e-05
73,g,6.0,1.0,0.5,244.26556143778066,309.76556143778066,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.0011060446781382947,0.0003427602467784249,0.0011060446146272732,-0.00033992661628191347,-3.1055261584932666e-06,8.271591818998621e-05
74,h,6.0,1.0,0.5,-244.26556143778066,-263.3655614377807,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.00039523564112130136,-0.00034418566918206154,0.00039356887847770736,-0.00034395046485509516,0.00030847185423041096,-2.387040719763696e-05
75,h,6.0,1.0,0.5,244.26556143778066,225.16556143778067,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.000398243179170933,0.0003659934435805764,0.00039663033975304154,-0.0003658674385285369,0.00030033263227819334,-1.8061476327325292e-05
76,g,6.0,2.0,0.5,-244.26556143778066,-171.36556143778066,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-7.631372425622205e-05,-0.0007647097535156545,7.519429005929474e-05,-0.0007646270113943173,0.00011015842088100184,2.1076500860897478e-05
77,g,6.0,2.0,0.5,244.26556143778066,317.16556143778064,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,6.635955097997264e-05,0.0007752361211807034,6.511928611556712e-05,-0.0007751563169411739,0.00010774472930871873,2.0950012972296805e-05
78,h,6.0,2.0,0.5,-244.26556143778066,-219.16556143778067,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.00028452715164705686,-5.4920229344136695e-05,-0.00028452714580904596,2.9729831155507053e-05,4.84420664229499e-07,8.675220023692333e-05
79,h,6.0,2.0,0.5,244.26556143778066,269.3655614377807,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.0002886667155283539,6.716485781678391e-05,-0.00028866670728957123,4.7331932783608686e-05,5.85818244113746e-07,8.950060136276194e-05
80,g,6.0,3.0,0.5,-244.26556143778066,-365.76556143778066,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-4.051230837663038e-05,-0.0001592433691178356,-4.051230255068431e-05,-0.00015411447038586642,-1.8303027989394195e-07,7.526814149556765e-05
81,g,6.0,3.0,0.5,244.26556143778066,122.76556143778066,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,4.01616434375812e-05,0.000156654522687568,-4.01607198446882e-05,-0.00015179484082780386,2.3023833253643594e-06,7.276541949476949e-05
82,h,6.0,3.0,0.5,-244.26556143778066,-191.46556143778065,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-3.368297648888896e-05,-0.000404881545549282,-3.346159585815449e-05,0.0004047619829018559,-3.2548538127610466e-05,1.850747330145338e-05
83,h,6.0,3.0,0.5,244.26556143778066,297.0655614377807,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,3.3741712823156744e-05,0.0004036536291935321,-3.3550208005101115e-05,0.0004035672993144674,-3.034226933902221e-05,1.565991064241489e-05
84,g,6.0,4.0,0.5,-244.26556143778066,-280.46556143778065,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-2.8341086336260865e-06,-9.463426411900555e-05,-2.7632671115550256e-06,9.434247136443918e-05,-5.319029070345472e-06,1.3953590364642897e-05
85,g,6.0,4.0,0.5,244.26556143778066,208.06556143778067,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,2.3106948083744457e-06,9.430181088240201e-05,-2.241544722350986e-06,9.405500011637171e-05,-4.739591955003143e-06,1.2803828345944032e-05
86,h,6.0,4.0,0.5,-244.26556143778066,-308.76556143778066,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-6.18852014077825e-06,-8.079984633851008e-05,-6.188453554498624e-06,8.011696822682154e-05,-2.430023376790603e-07,-1.9696808347611872e-05
87,h,6.0,4.0,0.5,244.26556143778066,179.76556143778066,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,5.659096100009272e-06,8.085316801245262e-05,-5.658944258942516e-06,8.008950006252547e-05,3.487488898800808e-07,-2.0819753778605047e-05
88,g,6.0,5.0,0.5,-244.26556143778066,-230.76556143778066,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-2.4641467199049467e-06,-1.7856706360618766e-05,-2.4641334211784566e-06,1.78091876936504e-05,6.847362883037686e-08,-2.445631586298932e-06
89,g,6.0,5.0,0.5,244.26556143778066,257.76556143778066,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,2.394687287076297e-06,1.7811513563794738e-05,-2.3946510858992483e-06,1.775808885639928e-05,1.1357382103437258e-07,-2.5893443218712277e-06
90,h,6.0,5.0,0.5,-244.26556143778066,-235.36556143778066,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-6.093005401361787e-07,-1.0666267747886981e-05,-6.057618435543531e-07,-1.0520662323996279e-05,5.539842429526209e-07,-3.2992389078995993e-06
91,h,6.0,5.0,0.5,244.26556143778066,253.16556143778067,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,5.404005648853292e-07,1.0735309835097697e-05,-5.357375463907316e-07,-1.0577570872843747e-05,5.988656210184568e-07,-3.444384887473891e-06
92,g,6.0,6.0,0.5,-244.26556143778066,-308.96556143778065,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-1.5062132236382375e-07,-4.554858842775696e-07,-1.505394739864446e-07,-4.0899133132410855e-07,3.8208595566585905e-08,-3.7661003877669434e-07
93,g,6.0,6.0,0.5,244.26556143778066,179.56556143778067,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,1.4792047650731884e-07,4.604609585684483e-07,-1.4782335063444302e-07,-4.130483294110592e-07,3.923082139325865e-08,-3.822818585950257e-07
94,h,6.0,6.0,0.5,-244.26556143778066,-176.16556143778067,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-3.48967127751447e-07,-1.9013359402479435e-06,3.489613138170929e-07,-1.900236262906797e-06,-1.695842144539199e-08,1.2148180191480045e-07
95,h,6.0,6.0,0.5,244.26556143778066,312.3655614377807,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,3.516698390610721e-07,1.905273863153458e-06,3.5166738676423936e-07,-1.9042776667014958e-06,-1.593548090335312e-08,1.1583022753641132e-07
96,g,7.0,0.0,0.5,-328.4984107455919,-247.89841074559192,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.00035086101123896896,-0.00018726121540159352,0.00034914679254440217,-8.569075219372349e-05,0.00029510587533318277,-0.0003126532028531474
97,g,7.0,0.0,0.5,328.4984107455919,409.0984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.0003474785898875149,0.00019097580470886952,0.00034565011872212433,-9.016951232314818e-05,0.000298254764597288,-0.00031636867006574424
98,g,7.0,1.0,0.5,-328.4984107455919,-405.1984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.002644995010917943,-0.0007231421213265599,0.002644994655328502,0.0007212763545965629,-1.2401633111939438e-05,-9.783960197617458e-05
99,g,7.0,1.0,0.5,328.4984107455919,251.79841074559192,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.002669171656367162,0.0007482234995735026,0.0026691707851271298,0.0007467263661082336,-1.7150578506093168e-05,-8.856806197813e-05
100,h,7.0,1.0,0.5,-328.4984107455919,-379.9984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.0005353871891634409,-0.0005878868555706134,0.0005330966517445489,0.0005870322106674999,0.0004233592214964699,5.968545757834407e-05
101,h,7.0,1.0,0.5,328.4984107455919,276.9984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.0005634501586400135,0.0005681214529681346,0.0005611526630137932,0.0005670979606855043,0.00042370284474182204,6.386585104558086e-05
102,g,7.0,2.0,0.5,-328.4984107455919,-336.6984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.00029315255035656834,-0.001249719043637119,0.0002922987021101703,0.0012492881906053985,0.00019020675846370417,-6.19933547325872e-05
103,g,7.0,2.0,0.5,328.4984107455919,320.2984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.00028138476506778704,0.0012414017031177366,0.0002805509710780874,0.0012410172808936697,0.0001816262835234268,-5.770425916993442e-05
104,h,7.0,2.0,0.5,-328.4984107455919,-345.3984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.0009506498291237075,-0.0003247568528631036,-0.0009506447522374654,-0.00031477014170496745,2.5664588803788245e-05,-0.0001499077986938534
105,h,7.0,2.0,0.5,328.4984107455919,311.59841074559193,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.0009595201210738465,0.0003041551347231158,-0.0009595172608939902,-0.0002944361481495647,2.0263533804125765e-05,-0.0001434713442615799
106,g,7.0,3.0,0.5,-328.4984107455919,-271.9984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.00026812546193864817,-0.0001910584862838812,-0.0002681243089444017,0.00017822088046751076,6.599788598809957e-06,-0.00012944292396864987
107,g,7.0,3.0,0.5,328.4984107455919,384.9984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.00027031195169393944,0.00019816024459573913,-0.00027030921480729374,0.00018534548243913062,1.0342648774070057e-05,-0.00013157707693376366
108,h,7.0,3.0,0.5,-328.4984107455919,-326.2984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.00010943024543451969,-0.0007179968359645146,-0.00010912788896515542,-0.0007179361992707055,-6.848925981162573e-05,-1.747128852332042e-05
109,h,7.0,3.0,0.5,328.4984107455919,330.6984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.00011235340108894912,0.0007207186842467769,-0.00011208673291031944,-0.0007206480310055172,-6.552778654102648e-05,-1.901916835484495e-05
110,g,7.0,4.0,0.5,-328.4984107455919,-312.6984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-2.2471149277762354e-05,-0.00019202608353102545,-2.239504793593948e-05,-0.0001916178836525157,-1.560049075380147e-05,-2.3486984010431977e-05
111,g,7.0,4.0,0.5,328.4984107455919,344.2984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,2.1487326942067e-05,0.00019256856148443236,-2.142580784422786e-05,-0.00019206187116580488,-1.3732190970892239e-05,-2.6246980775327966e-05
112,h,7.0,4.0,0.5,-328.4984107455919,-304.9984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-4.2174614860378886e-05,-0.0001477758629279256,4.2173249918066626e-05,-0.0001460997493820539,-2.869148843038987e-06,4.166295452252422e-05
113,h,7.0,4.0,0.5,328.4984107455919,351.9984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,4.3220573148342646e-05,0.00014654318692024066,4.322043146496871e-05,-0.0001450731725178805,-9.338428139037666e-07,3.891882861654014e-05
114,g,7.0,5.0,0.5,-328.4984107455919,-322.09841074559193,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-4.2518896136407646e-06,-4.1890657977826826e-05,4.251659890704467e-06,-4.175105153553203e-05,-3.7337530856626725e-07,6.417812887349957e-06
115,g,7.0,5.0,0.5,328.4984107455919,334.8984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,4.547231827491597e-06,4.1871968473867e-05,4.547221074949514e-06,-4.176260106087164e-05,-8.17206675126798e-08,5.682313924175502e-06
116,h,7.0,5.0,0.5,-328.4984107455919,-330.6984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-2.3157683202977242e-06,-2.6800327927241067e-05,2.2998764937678895e-06,2.642776911334506e-05,2.287970733022012e-06,8.36615263568978e-06
117,h,7.0,5.0,0.5,328.4984107455919,326.2984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,2.6116443660179337e-06,2.666741690954262e-05,2.593763374307209e-06,2.635681291727834e-05,2.5770245640155056e-06,7.622441348298684e-06
118,g,7.0,6.0,0.5,-328.4984107455919,-335.6984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-7.39693805528205e-08,-1.7310755009171585e-06,6.648762149413342e-08,1.5835855029834606e-06,2.7424918284494163e-07,1.313431788883826e-06
119,g,7.0,6.0,0.5,328.4984107455919,321.2984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,9.862584073709457e-08,1.7010019144554656e-06,9.23647902600167e-08,1.5680350150869233e-06,2.9198834226124606e-07,1.2384721184956747e-06
120,h,7.0,6.0,0.5,-328.4984107455919,-355.6984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-1.5742848940024226e-07,-6.4314900628934105e-06,-1.5743041838737502e-07,6.4283487181451355e-06,4.03157829358381e-09,-3.7757821864154674e-07
121,h,7.0,6.0,0.5,328.4984107455919,301.2984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,1.316294774027934e-07,6.417921817207864e-06,-1.3159259207643303e-07,6.413404556061558e-06,2.1817639078312446e-08,-4.522464042145443e-07
122,g,7.0,7.0,0.5,-328.4984107455919,-318.6984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-2.06290746320105e-08,-5.309510429067338e-07,2.0542100330799203e-08,5.309524044918953e-07,-8.053420309301428e-10,-1.9584543000508324e-09
123,g,7.0,7.0,0.5,328.4984107455919,338.2984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,2.1432060604946403e-08,5.299067902105356e-07,2.1316022593955663e-08,5.299005232277822e-07,-4.3460767583856933e-10,-4.535676606492401e-09
124,h,7.0,7.0,0.5,-328.4984107455919,-330.2984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-1.664184223962295e-08,-5.960769722467951e-08,1.6448684880077885e-08,2.1484091703359627e-08,-2.1047819554183786e-08,-1.0450463039555032e-07
125,h,7.0,7.0,0.5,328.4984107455919,326.6984107455919,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,1.743475019635578e-08,6.050748692147428e-08,1.722891233746921e-08,2.0433633391774852e-08,-2.0677544101607073e-08,-1.0708432055755045e-07
126,g,8.0,0.0,0.5,-441.7782237790679,-418.0782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.000322944670962266,-0.00022853951787071676,0.0003195317772059877,5.400025422860378e-05,0.00039970633080489313,0.0004172880085009065
127,g,8.0,0.0,0.5,441.7782237790679,465.4782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.0003096915565066676,0.00022455915850265785,0.0003061451383010254,4.8852470425187336e-05,0.00039091901020971696,0.00041160280138525666
128,g,8.0,1.0,0.5,-441.7782237790679,-432.0782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.00377408563577834,-0.0009167545267557186,0.003774085083649314,-0.0009140829011639907,-1.9838199866904225e-05,0.0001306476681819383
129,g,8.0,1.0,0.5,441.7782237790679,451.4782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.0037970846490410952,0.0008940491120811253,0.0037970831608210203,-0.0008908978002241793,-2.5448051097770777e-05,0.0001416616869296281
130,h,8.0,1.0,0.5,-441.7782237790679,-433.3782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.0005899062371117071,-0.0006439292699823313,0.0005875096402281531,-0.0006383658767807441,0.0004575008429096565,-0.00015804407003432126
131,h,8.0,1.0,0.5,441.7782237790679,450.1782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.0006519500989555452,0.0006608464092716428,0.0006494165471814047,-0.0006559771868482598,0.0004751695936427805,-0.00015102701323990332
132,g,8.0,2.0,0.5,-441.7782237790679,-459.3782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.0004836131205977971,-0.0016073057438091847,0.0004827435058205835,-0.0016068533010867088,0.00024879227339414463,7.094068574071352e-05
133,g,8.0,2.0,0.5,441.7782237790679,424.1782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.0004841729093618794,0.0015988924965580423,0.00048335929097379757,-0.001598352262231454,0.00023338651477977087,7.884853200986131e-05
134,h,8.0,2.0,0.5,-441.7782237790679,-457.0782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.00157243280621023,-0.0005300496818613969,-0.0015724196941322367,0.0005226621456606566,5.1680977986461874e-05,0.0001661909539270928
135,h,8.0,2.0,0.5,441.7782237790679,426.4782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.001589409992276776,0.0005404268348998902,-0.0015894047798660606,0.0005323794348672904,3.630227495516178e-05,0.00017397322901513326
136,g,8.0,3.0,0.5,-441.7782237790679,-442.2782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.0005600084270932177,-0.00022711555519035453,-0.000560005037575204,-0.00020489711105459965,1.6168598072056226e-05,0.00018380867111671422
137,g,8.0,3.0,0.5,441.7782237790679,441.2782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.0005698905713453133,0.00021397396582714797,-0.0005698865397682016,-0.00019023585365950495,1.8450983294665032e-05,0.00018422109477794928
138,h,8.0,3.0,0.5,-441.7782237790679,-428.9782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.00019728322768452185,-0.0010533243200190716,-0.00019686887847731094,0.0010532853687253531,-0.00010727139854363776,1.7127184276922762e-05
139,h,8.0,3.0,0.5,441.7782237790679,454.5782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.0002061858911161391,0.0010474207309626418,-0.00020580711023293957,0.0010473556497968587,-0.00010623431375715299,2.1793949682382504e-05
140,g,8.0,4.0,0.5,-441.7782237790679,-462.8782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-5.374446668227982e-05,-0.0003224623843991308,-5.3616739381856545e-05,0.00032173302943207645,-3.1226968508507993e-05,4.079835040824483e-05
141,g,8.0,4.0,0.5,441.7782237790679,420.6782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,5.2931748834382535e-05,0.0003209714372482452,-5.283550372314817e-05,0.00032037046628239263,-2.6997540116987467e-05,3.680664788880905e-05
142,h,8.0,4.0,0.5,-441.7782237790679,-453.4782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.0001290731933341647,-0.00022420514832013314,0.00012907030246950697,0.00022166233692425645,-7.327923270145206e-06,-6.333688975277626e-05
143,h,8.0,4.0,0.5,441.7782237790679,430.0782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.00013002320175743403,0.00022861697676716935,0.00013002274781405356,0.00022576300828266852,-2.8901700549691483e-06,-6.755223513695666e-05
144,g,8.0,5.0,0.5,-441.7782237790679,-426.4782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-2.237246348434797e-05,-7.775164021194099e-05,2.2371670275726723e-05,7.755303195438632e-05,-1.5925318604313193e-06,-1.0437658466234695e-05
145,g,8.0,5.0,0.5,441.7782237790679,457.0782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,2.3259226514830254e-05,7.827734969468011e-05,2.3259174363945952e-05,7.798210898762565e-05,-4.1553144612047616e-07,-1.275291174556089e-05
146,h,8.0,5.0,0.5,-441.7782237790679,-426.8782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-9.240326471905602e-06,-5.327626318177871e-05,9.21678712297769e-06,-5.276928400979039e-05,5.569615336211381e-06,-1.3769127285593083e-05
147,h,8.0,5.0,0.5,441.7782237790679,456.6782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,1.0118909555702865e-05,5.33785035739154e-05,1.0087454223615589e-05,-5.26854101834142e-05,6.732345509126914e-06,-1.6111115154703002e-05
148,g,8.0,6.0,0.5,-441.7782237790679,-428.0782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-1.1394973116991644e-06,-4.573489972935505e-06,1.1345031773461676e-06,-4.33581258563225e-06,9.002055735513678e-07,-2.7334438062105693e-06
149,g,8.0,6.0,0.5,441.7782237790679,455.4782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,1.2816603977744591e-06,4.653054536736505e-06,1.2758286678777631e-06,-4.332433788640907e-06,1.0315665951623246e-06,-3.1884800752822567e-06
150,h,8.0,6.0,0.5,-441.7782237790679,-438.1782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-2.9276470282180018e-06,-1.50332769086209e-05,-2.9276302906818015e-06,-1.5018069439974657e-05,8.264039993547384e-08,1.2697715071844639e-06
151,h,8.0,6.0,0.5,441.7782237790679,445.3782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,2.7859527819134922e-06,1.5013562488493647e-05,-2.78583682483174e-06,-1.5007267342537406e-05,2.1449188361118116e-07,8.166984878730201e-07
152,g,8.0,7.0,0.5,-441.7782237790679,-458.2782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-2.458411273733107e-07,-1.8021055581337794e-06,-2.458405033478877e-07,-1.8019072566744275e-06,1.1683556603217082e-08,5.0126095107762465e-08
153,g,8.0,7.0,0.5,441.7782237790679,425.2782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,2.3648704509581618e-07,1.8051888879393442e-06,-2.364770731353619e-07,-1.8051785309627418e-06,1.8424429137526785e-08,1.2092676268041906e-08
154,h,8.0,7.0,0.5,-441.7782237790679,-448.6782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-9.33460208965197e-08,-2.038487103432024e-07,-9.236190076782209e-08,4.800431570660725e-08,-1.1408833032872158e-07,3.721634410809696e-07
155,h,8.0,7.0,0.5,441.7782237790679,434.8782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,8.3972954837547e-08,1.833817798619611e-07,-8.300127243192037e-08,4.470231174482108e-08,-1.0735578767006858e-07,3.340869019766526e-07
156,g,8.0,8.0,0.5,-441.7782237790679,-442.0782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.0,-2.5049155067715018e-08,-1.740443712754167e-09,-2.0951743468985697e-08,-8.216866643589156e-09,2.5784763161858797e-08
157,g,8.0,8.0,0.5,441.7782237790679,441.4782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,1.9325842703341662e-09,2.4899606536701474e-08,-1.5102340497525426e-09,-2.1207279390748215e-08,-8.089575564341743e-09,2.4623853610178063e-08
158,h,8.0,8.0,0.5,-441.7782237790679,-438.9782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-1.0932347542141962e-08,-1.3058893918794716e-07,1.08870091956838e-08,1.3058071507091656e-07,-9.79227653245727e-10,2.4179270453668915e-09
159,h,8.0,8.0,0.5,441.7782237790679,444.5782237790679,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,1.126880591305323e-08,1.3033128236504994e-07,1.111622832808502e-08,1.303248563815106e-07,-8.516385752491781e-10,1.2575060199170635e-09
160,g,9.0,0.0,0.5,-594.1215927420043,-589.1215927420043,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.0002501879191220001,-0.00023248023789688738,0.0002442150785027513,-2.5326931464234057e-05,0.0004639914349433001,-0.00043401886167910333
161,g,9.0,0.0,0.5,594.1215927420043,599.1215927420043,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,0.00023025203238467737,0.00024095477696846131,0.0002241776369413894,-2.8797100704119223e-05,0.00043955002539705455,-0.00044949059408291067
162,g,9.0,1.0,0.5,-594.1215927420043,-585.7215927420043,-83.20129287802216,83.70103543669899,122.16413796493644,-75.20130105901194,-0.0044309820543080875,-0.0008795215203113126,0.004430981541062526,0.0008734582643954901,-2.299288964557868e-05,-0.00019507574754930226
